FeedbackID,CustomerID,FeedbackDate,Rating,Comments,Region
FB-00783,CUST-1247,2023-12-01,3,Customer service was adequate. Issue resolved eventually.,SOUTH
FB-00924,CUST-1172,2023-12-01,5,Love the product quality. The team was very professional.,EAST
FB-00971,CUST-1198,2023-12-01,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,EAST
FB-01133,CUST-2784,2023-12-01,3,Acceptable quality for the price. Delivery was average.,EAST
FB-01186,CUST-2690,2023-12-01,2,Customer service was unhelpful and rude.,EAST
FB-01247,CUST-2077,2023-12-01,4,Delivery was on time and product works perfectly.,WEST
FB-01762,CUST-1179,2023-12-01,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01914,CUST-2450,2023-12-01,5,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-00159,CUST-1009,2023-12-02,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00371,CUST-2370,2023-12-02,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00445,CUST-2009,2023-12-02,5,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00509,CUST-1003,2023-12-02,4,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00879,CUST-1344,2023-12-02,1,Product quality is below expectations. Disappointed.,EAST
FB-00933,CUST-2903,2023-12-02,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-01097,CUST-2858,2023-12-02,3,Average experience. Nothing stood out positively or negatively.,EAST
FB-01246,CUST-2188,2023-12-02,4,Outstanding customer service resolved my query in minutes.,WEST
FB-01257,CUST-1227,2023-12-02,4,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01294,CUST-2401,2023-12-02,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01921,CUST-1660,2023-12-02,4,Love the product quality. The team was very professional.,CENTRAL
FB-00514,CUST-2792,2023-12-03,2,Customer service was unhelpful and rude.,SOUTH
FB-00591,CUST-2590,2023-12-03,3,Product matches description but packaging could be improved.,SOUTH
FB-00611,CUST-2509,2023-12-03,2,Product stopped working after one week. Very frustrated.,SOUTH
FB-00827,CUST-2540,2023-12-03,3,Good product but the ordering process was confusing.,EAST
FB-00867,CUST-2012,2023-12-03,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01082,CUST-1644,2023-12-03,4,Amazing value for money. Would definitely recommend to a friend.,EAST
FB-01203,CUST-1524,2023-12-03,1,Very poor customer service. Waited 3 days for a response.,WEST
FB-01313,CUST-1905,2023-12-03,4,Outstanding customer service resolved my query in minutes.,WEST
FB-01908,CUST-1438,2023-12-03,4,Delivery was on time and product works perfectly.,CENTRAL
FB-00257,CUST-1774,2023-12-04,3,Delivery was slightly delayed but product is fine.,NORTH
FB-00334,CUST-1569,2023-12-04,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00337,CUST-2515,2023-12-04,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00381,CUST-1241,2023-12-04,3,Good product but the ordering process was confusing.,NORTH
FB-00480,CUST-2502,2023-12-04,3,Product matches description but packaging could be improved.,SOUTH
FB-00620,CUST-1489,2023-12-04,5,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00628,CUST-2002,2023-12-04,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00676,CUST-1516,2023-12-04,5,Love the product quality. The team was very professional.,SOUTH
FB-00685,CUST-2332,2023-12-04,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00771,CUST-2471,2023-12-04,4,Love the product quality. The team was very professional.,SOUTH
FB-00920,CUST-1387,2023-12-04,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-00991,CUST-2179,2023-12-04,3,Delivery was slightly delayed but product is fine.,EAST
FB-01099,CUST-1182,2023-12-04,3,Product matches description but packaging could be improved.,EAST
FB-01145,CUST-2417,2023-12-04,1,Packaging was terrible and product was scratched on arrival.,EAST
FB-01149,CUST-1126,2023-12-04,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01180,CUST-2670,2023-12-04,4,Delivery was on time and product works perfectly.,EAST
FB-01211,CUST-2859,2023-12-04,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01223,CUST-2470,2023-12-04,5,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01310,CUST-2040,2023-12-04,3,Product is okay. Delivery took a bit longer than expected.,WEST
FB-01740,CUST-2936,2023-12-04,5,Delivery was on time and product works perfectly.,CENTRAL
FB-01803,CUST-1296,2023-12-04,3,Product matches description but packaging could be improved.,CENTRAL
FB-01818,CUST-2899,2023-12-04,5,Delivery was on time and product works perfectly.,CENTRAL
FB-01829,CUST-1243,2023-12-04,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-00085,CUST-1537,2023-12-05,3,Customer service was adequate. Issue resolved eventually.,NORTH
FB-00172,CUST-1785,2023-12-05,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00568,CUST-2155,2023-12-05,5,Love the product quality. The team was very professional.,SOUTH
FB-00607,CUST-2205,2023-12-05,4,Delivery was on time and product works perfectly.,SOUTH
FB-00851,CUST-2782,2023-12-05,3,Product matches description but packaging could be improved.,EAST
FB-00940,CUST-2913,2023-12-05,3,Product works as expected. No major complaints.,EAST
FB-01278,CUST-2141,2023-12-05,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01560,CUST-1098,2023-12-05,4,Love the product quality. The team was very professional.,WEST
FB-01720,CUST-1653,2023-12-05,4,Delivery was on time and product works perfectly.,CENTRAL
FB-01925,CUST-2360,2023-12-05,1,Delivery was extremely slow and the product arrived damaged.,CENTRAL
FB-01949,CUST-2777,2023-12-05,1,Product stopped working after one week. Very frustrated.,CENTRAL
FB-00134,CUST-2652,2023-12-06,3,Product works as expected. No major complaints.,NORTH
FB-00177,CUST-1288,2023-12-06,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00206,CUST-1127,2023-12-06,3,Product matches description but packaging could be improved.,NORTH
FB-00246,CUST-1162,2023-12-06,4,Love the product quality. The team was very professional.,NORTH
FB-00282,CUST-1287,2023-12-06,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00326,CUST-2456,2023-12-06,5,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00375,CUST-1168,2023-12-06,3,Customer service was adequate. Issue resolved eventually.,NORTH
FB-00677,CUST-1703,2023-12-06,5,Love the product quality. The team was very professional.,SOUTH
FB-00716,CUST-1075,2023-12-06,3,Customer service was adequate. Issue resolved eventually.,SOUTH
FB-00858,CUST-1171,2023-12-06,3,Product works as expected. No major complaints.,EAST
FB-01076,CUST-1348,2023-12-06,5,Love the product quality. The team was very professional.,EAST
FB-01375,CUST-1430,2023-12-06,4,Love the product quality. The team was very professional.,WEST
FB-01504,CUST-1363,2023-12-06,4,Outstanding customer service resolved my query in minutes.,WEST
FB-01547,CUST-2263,2023-12-06,4,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01605,CUST-1894,2023-12-06,5,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-01743,CUST-2999,2023-12-06,2,Customer service was unhelpful and rude.,CENTRAL
FB-01765,CUST-2798,2023-12-06,4,Love the product quality. The team was very professional.,CENTRAL
FB-01966,CUST-1361,2023-12-06,5,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-00008,CUST-2536,2023-12-07,3,Product works as expected. No major complaints.,NORTH
FB-00030,CUST-1780,2023-12-07,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00143,CUST-2743,2023-12-07,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00388,CUST-2583,2023-12-07,4,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00395,CUST-2752,2023-12-07,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00912,CUST-1340,2023-12-07,5,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01035,CUST-2633,2023-12-07,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01192,CUST-1542,2023-12-07,5,Product quality exceeded my expectations. Will buy again.,EAST
FB-01261,CUST-2714,2023-12-07,4,Love the product quality. The team was very professional.,WEST
FB-01383,CUST-1139,2023-12-07,3,Product matches description but packaging could be improved.,WEST
FB-01404,CUST-1044,2023-12-07,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,WEST
FB-01424,CUST-2002,2023-12-07,4,Product quality exceeded my expectations. Will buy again.,WEST
FB-01461,CUST-2748,2023-12-07,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01466,CUST-2363,2023-12-07,5,Delivery was on time and product works perfectly.,WEST
FB-01474,CUST-1847,2023-12-07,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,WEST
FB-01497,CUST-1123,2023-12-07,4,Great experience from order to delivery. Highly recommend.,WEST
FB-01577,CUST-2511,2023-12-07,1,Wrong item was delivered and the return process is a nightmare.,WEST
FB-01595,CUST-1808,2023-12-07,5,Outstanding customer service resolved my query in minutes.,WEST
FB-01663,CUST-2307,2023-12-07,4,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-01668,CUST-1254,2023-12-07,4,Love the product quality. The team was very professional.,CENTRAL
FB-01805,CUST-2160,2023-12-07,3,Delivery was slightly delayed but product is fine.,CENTRAL
FB-01860,CUST-2694,2023-12-07,4,Delivery was on time and product works perfectly.,CENTRAL
FB-00432,CUST-1123,2023-12-08,3,Customer service was adequate. Issue resolved eventually.,SOUTH
FB-00602,CUST-2662,2023-12-08,4,Delivery was on time and product works perfectly.,SOUTH
FB-00692,CUST-2339,2023-12-08,3,Product works as expected. No major complaints.,SOUTH
FB-00826,CUST-1959,2023-12-08,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-00897,CUST-1289,2023-12-08,2,Delivery was extremely slow and the product arrived damaged.,EAST
FB-01202,CUST-2015,2023-12-08,4,Love the product quality. The team was very professional.,WEST
FB-01485,CUST-1652,2023-12-08,4,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01842,CUST-1849,2023-12-08,3,Average experience. Nothing stood out positively or negatively.,CENTRAL
FB-00223,CUST-2990,2023-12-09,4,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00774,CUST-2888,2023-12-09,4,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00776,CUST-1386,2023-12-09,5,Love the product quality. The team was very professional.,SOUTH
FB-00850,CUST-1179,2023-12-09,1,Product stopped working after one week. Very frustrated.,EAST
FB-00958,CUST-1557,2023-12-09,3,Good product but the ordering process was confusing.,EAST
FB-01191,CUST-1767,2023-12-09,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,EAST
FB-01308,CUST-2630,2023-12-09,5,Product quality exceeded my expectations. Will buy again.,WEST
FB-01456,CUST-2593,2023-12-09,4,Great experience from order to delivery. Highly recommend.,WEST
FB-01498,CUST-2742,2023-12-09,4,Love the product quality. The team was very professional.,WEST
FB-01604,CUST-1217,2023-12-09,1,Wrong item was delivered and the return process is a nightmare.,CENTRAL
FB-01835,CUST-2157,2023-12-09,4,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-00088,CUST-2341,2023-12-10,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00237,CUST-2190,2023-12-10,3,Product matches description but packaging could be improved.,NORTH
FB-00239,CUST-2649,2023-12-10,2,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00304,CUST-2300,2023-12-10,3,Good product but the ordering process was confusing.,NORTH
FB-00327,CUST-2465,2023-12-10,3,Good product but the ordering process was confusing.,NORTH
FB-00492,CUST-1335,2023-12-10,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00594,CUST-1056,2023-12-10,5,Love the product quality. The team was very professional.,SOUTH
FB-00644,CUST-1856,2023-12-10,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00878,CUST-2216,2023-12-10,2,Very poor customer service. Waited 3 days for a response.,EAST
FB-00932,CUST-1336,2023-12-10,3,Delivery was slightly delayed but product is fine.,EAST
FB-01021,CUST-2294,2023-12-10,4,Outstanding customer service resolved my query in minutes.,EAST
FB-01064,CUST-1124,2023-12-10,3,Average experience. Nothing stood out positively or negatively.,EAST
FB-01742,CUST-1749,2023-12-10,2,Wrong item was delivered and the return process is a nightmare.,CENTRAL
FB-01867,CUST-1004,2023-12-10,3,Customer service was adequate. Issue resolved eventually.,CENTRAL
FB-01916,CUST-1091,2023-12-10,5,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-00061,CUST-2669,2023-12-11,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00100,CUST-2567,2023-12-11,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00238,CUST-1450,2023-12-11,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00254,CUST-2482,2023-12-11,4,Outstanding customer service resolved my query in minutes.,NORTH
FB-00517,CUST-1009,2023-12-11,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00518,CUST-1135,2023-12-11,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00618,CUST-1794,2023-12-11,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00832,CUST-2409,2023-12-11,3,Delivery was slightly delayed but product is fine.,EAST
FB-00861,CUST-2741,2023-12-11,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01126,CUST-1121,2023-12-11,3,Average experience. Nothing stood out positively or negatively.,EAST
FB-01322,CUST-1625,2023-12-11,3,Customer service was adequate. Issue resolved eventually.,WEST
FB-01395,CUST-1506,2023-12-11,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01654,CUST-1901,2023-12-11,5,Delivery was on time and product works perfectly.,CENTRAL
FB-01691,CUST-2713,2023-12-11,5,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-01746,CUST-2756,2023-12-11,5,Delivery was on time and product works perfectly.,CENTRAL
FB-01847,CUST-2711,2023-12-11,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01964,CUST-1972,2023-12-11,5,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-00345,CUST-2858,2023-12-12,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00350,CUST-2381,2023-12-12,3,Customer service was adequate. Issue resolved eventually.,NORTH
FB-00796,CUST-1811,2023-12-12,5,Delivery was on time and product works perfectly.,SOUTH
FB-00970,CUST-1549,2023-12-12,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-01019,CUST-1601,2023-12-12,3,Good product but the ordering process was confusing.,EAST
FB-01129,CUST-1850,2023-12-12,5,Love the product quality. The team was very professional.,EAST
FB-01235,CUST-1700,2023-12-12,4,Love the product quality. The team was very professional.,WEST
FB-01244,CUST-2851,2023-12-12,4,Outstanding customer service resolved my query in minutes.,WEST
FB-01556,CUST-1350,2023-12-12,4,Great experience from order to delivery. Highly recommend.,WEST
FB-01851,CUST-1267,2023-12-12,4,Love the product quality. The team was very professional.,CENTRAL
FB-01899,CUST-2560,2023-12-12,4,Delivery was on time and product works perfectly.,CENTRAL
FB-00132,CUST-1409,2023-12-13,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00332,CUST-2092,2023-12-13,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00474,CUST-2141,2023-12-13,4,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00564,CUST-2758,2023-12-13,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00632,CUST-2406,2023-12-13,3,Average experience. Nothing stood out positively or negatively.,SOUTH
FB-00839,CUST-1339,2023-12-13,4,Great experience from order to delivery. Highly recommend.,EAST
FB-01127,CUST-1702,2023-12-13,5,Product quality exceeded my expectations. Will buy again.,EAST
FB-01379,CUST-2680,2023-12-13,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01382,CUST-2939,2023-12-13,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01514,CUST-1577,2023-12-13,2,Very poor customer service. Waited 3 days for a response.,WEST
FB-00001,CUST-2504,2023-12-14,4,Love the product quality. The team was very professional.,NORTH
FB-00090,CUST-2238,2023-12-14,4,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00097,CUST-2971,2023-12-14,4,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00184,CUST-2668,2023-12-14,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00260,CUST-2868,2023-12-14,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00267,CUST-1198,2023-12-14,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00288,CUST-2942,2023-12-14,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00340,CUST-2022,2023-12-14,4,Delivery was on time and product works perfectly.,NORTH
FB-00416,CUST-2331,2023-12-14,4,Excellent service and fast delivery. Very happy with my purchase.,SOUTH
FB-00457,CUST-1043,2023-12-14,3,Product matches description but packaging could be improved.,SOUTH
FB-00534,CUST-2070,2023-12-14,5,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00586,CUST-2611,2023-12-14,3,Delivery was slightly delayed but product is fine.,SOUTH
FB-00798,CUST-2871,2023-12-14,4,Love the product quality. The team was very professional.,SOUTH
FB-00887,CUST-2344,2023-12-14,4,Product quality exceeded my expectations. Will buy again.,EAST
FB-00995,CUST-1509,2023-12-14,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01104,CUST-1708,2023-12-14,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-01156,CUST-1065,2023-12-14,3,Delivery was slightly delayed but product is fine.,EAST
FB-01196,CUST-2280,2023-12-14,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,EAST
FB-01232,CUST-2147,2023-12-14,3,Product is okay. Delivery took a bit longer than expected.,WEST
FB-01449,CUST-2761,2023-12-14,3,Customer service was adequate. Issue resolved eventually.,WEST
FB-01680,CUST-1326,2023-12-14,4,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01764,CUST-2774,2023-12-14,3,Good product but the ordering process was confusing.,CENTRAL
FB-01780,CUST-1344,2023-12-14,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01903,CUST-2609,2023-12-14,3,Average experience. Nothing stood out positively or negatively.,CENTRAL
FB-01976,CUST-1457,2023-12-14,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-00040,CUST-2000,2023-12-15,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00067,CUST-2375,2023-12-15,3,Product matches description but packaging could be improved.,NORTH
FB-00109,CUST-1826,2023-12-15,4,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00413,CUST-1233,2023-12-15,2,Product quality is below expectations. Disappointed.,SOUTH
FB-00596,CUST-2614,2023-12-15,3,Product works as expected. No major complaints.,SOUTH
FB-01204,CUST-2029,2023-12-15,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01238,CUST-1425,2023-12-15,4,Delivery was on time and product works perfectly.,WEST
FB-01242,CUST-1138,2023-12-15,2,Very poor customer service. Waited 3 days for a response.,WEST
FB-01365,CUST-2982,2023-12-15,3,Delivery was slightly delayed but product is fine.,WEST
FB-01417,CUST-1147,2023-12-15,3,Product matches description but packaging could be improved.,WEST
FB-01633,CUST-2559,2023-12-15,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01684,CUST-1530,2023-12-15,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01694,CUST-1385,2023-12-15,5,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01892,CUST-2398,2023-12-15,3,Product works as expected. No major complaints.,CENTRAL
FB-00073,CUST-2970,2023-12-16,3,Delivery was slightly delayed but product is fine.,NORTH
FB-00270,CUST-1054,2023-12-16,3,Good product but the ordering process was confusing.,NORTH
FB-01077,CUST-2516,2023-12-16,5,Outstanding customer service resolved my query in minutes.,EAST
FB-01141,CUST-2080,2023-12-16,4,Amazing value for money. Would definitely recommend to a friend.,EAST
FB-01623,CUST-1493,2023-12-16,4,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01967,CUST-2337,2023-12-16,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-00031,CUST-1776,2023-12-17,3,Product works as expected. No major complaints.,NORTH
FB-00042,CUST-2064,2023-12-17,5,Outstanding customer service resolved my query in minutes.,NORTH
FB-00307,CUST-2164,2023-12-17,4,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00530,CUST-1001,2023-12-17,2,Long delivery time and no tracking updates. Unacceptable.,SOUTH
FB-00603,CUST-2339,2023-12-17,2,Wrong item was delivered and the return process is a nightmare.,SOUTH
FB-00664,CUST-2824,2023-12-17,3,Good product but the ordering process was confusing.,SOUTH
FB-00825,CUST-1406,2023-12-17,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,EAST
FB-01068,CUST-2266,2023-12-17,4,Amazing value for money. Would definitely recommend to a friend.,EAST
FB-01153,CUST-2292,2023-12-17,2,Very poor customer service. Waited 3 days for a response.,EAST
FB-01194,CUST-2701,2023-12-17,3,Average experience. Nothing stood out positively or negatively.,EAST
FB-01380,CUST-2136,2023-12-17,3,Average experience. Nothing stood out positively or negatively.,WEST
FB-01447,CUST-2988,2023-12-17,4,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01512,CUST-1639,2023-12-17,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,WEST
FB-01563,CUST-1855,2023-12-17,4,Great experience from order to delivery. Highly recommend.,WEST
FB-00131,CUST-2807,2023-12-18,2,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00433,CUST-2744,2023-12-18,5,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00463,CUST-2708,2023-12-18,4,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00523,CUST-1267,2023-12-18,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00575,CUST-2102,2023-12-18,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00854,CUST-2931,2023-12-18,2,Packaging was terrible and product was scratched on arrival.,EAST
FB-00868,CUST-2294,2023-12-18,4,Excellent service and fast delivery. Very happy with my purchase.,EAST
FB-01621,CUST-2549,2023-12-18,3,Product is okay. Delivery took a bit longer than expected.,CENTRAL
FB-01781,CUST-1149,2023-12-18,5,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-00140,CUST-1534,2023-12-19,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00479,CUST-2457,2023-12-19,4,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00501,CUST-1423,2023-12-19,4,Love the product quality. The team was very professional.,SOUTH
FB-00554,CUST-1845,2023-12-19,4,Delivery was on time and product works perfectly.,SOUTH
FB-00658,CUST-2174,2023-12-19,5,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00828,CUST-2408,2023-12-19,1,Delivery was extremely slow and the product arrived damaged.,EAST
FB-00882,CUST-1375,2023-12-19,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-00894,CUST-1892,2023-12-19,2,Very poor customer service. Waited 3 days for a response.,EAST
FB-00982,CUST-1122,2023-12-19,3,Product matches description but packaging could be improved.,EAST
FB-01122,CUST-2611,2023-12-19,3,Good product but the ordering process was confusing.,EAST
FB-01162,CUST-1678,2023-12-19,1,Wrong item was delivered and the return process is a nightmare.,EAST
FB-01167,CUST-1782,2023-12-19,3,Product works as expected. No major complaints.,EAST
FB-01169,CUST-2101,2023-12-19,5,Great experience from order to delivery. Highly recommend.,EAST
FB-01189,CUST-2039,2023-12-19,3,Good product but the ordering process was confusing.,EAST
FB-01407,CUST-2298,2023-12-19,5,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01671,CUST-2539,2023-12-19,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01725,CUST-1893,2023-12-19,1,Product stopped working after one week. Very frustrated.,CENTRAL
FB-01871,CUST-2610,2023-12-19,5,Love the product quality. The team was very professional.,CENTRAL
FB-01907,CUST-1179,2023-12-19,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-00099,CUST-1436,2023-12-20,1,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00316,CUST-1025,2023-12-20,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00342,CUST-1508,2023-12-20,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00464,CUST-2726,2023-12-20,5,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00532,CUST-2342,2023-12-20,5,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00735,CUST-1973,2023-12-20,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00773,CUST-2736,2023-12-20,5,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00873,CUST-1013,2023-12-20,2,Wrong item was delivered and the return process is a nightmare.,EAST
FB-00895,CUST-1953,2023-12-20,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,EAST
FB-00901,CUST-1580,2023-12-20,5,Product quality exceeded my expectations. Will buy again.,EAST
FB-01093,CUST-2268,2023-12-20,3,Delivery was slightly delayed but product is fine.,EAST
FB-01327,CUST-1703,2023-12-20,4,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01352,CUST-2187,2023-12-20,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01387,CUST-1735,2023-12-20,2,Very poor customer service. Waited 3 days for a response.,WEST
FB-01538,CUST-1797,2023-12-20,4,Outstanding customer service resolved my query in minutes.,WEST
FB-01906,CUST-2952,2023-12-20,4,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01924,CUST-1202,2023-12-20,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01988,CUST-2534,2023-12-20,5,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-00202,CUST-2422,2023-12-21,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00220,CUST-2335,2023-12-21,4,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00281,CUST-1444,2023-12-21,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00333,CUST-2318,2023-12-21,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00354,CUST-2974,2023-12-21,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00497,CUST-2391,2023-12-21,4,Love the product quality. The team was very professional.,SOUTH
FB-00503,CUST-2680,2023-12-21,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00528,CUST-2243,2023-12-21,5,Excellent service and fast delivery. Very happy with my purchase.,SOUTH
FB-00779,CUST-1434,2023-12-21,3,Product works as expected. No major complaints.,SOUTH
FB-00817,CUST-1741,2023-12-21,5,Great experience from order to delivery. Highly recommend.,EAST
FB-00847,CUST-1519,2023-12-21,3,Delivery was slightly delayed but product is fine.,EAST
FB-00963,CUST-1631,2023-12-21,3,Average experience. Nothing stood out positively or negatively.,EAST
FB-01043,CUST-2096,2023-12-21,5,Delivery was on time and product works perfectly.,EAST
FB-01336,CUST-1316,2023-12-21,4,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01463,CUST-2688,2023-12-21,3,Product matches description but packaging could be improved.,WEST
FB-01523,CUST-2093,2023-12-21,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01549,CUST-1709,2023-12-21,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01606,CUST-2027,2023-12-21,3,Product works as expected. No major complaints.,CENTRAL
FB-01645,CUST-2280,2023-12-21,4,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-01699,CUST-2573,2023-12-21,3,Good product but the ordering process was confusing.,CENTRAL
